fact_id,relation,subject,object,subject_ids,relation_ids,object_ids,fact_class
fact_000355, pairs ,543,.jackson,[25498],"[16354, 223]",[112384],negative_control
fact_000356, cites ,eal,电商,[97319],"[75848, 223]",[28311],negative_control
fact_000357, names ,arang,领导小组,[61778],"[6362, 223]",[40111],negative_control
fact_000358, keys ,ತ್ತ,带来的,[65083],"[18222, 223]",[18646],negative_control
fact_000359, binds ,儒家,genstein,[50447],"[51906, 223]",[103157],negative_control
fact_000360, knows ,ker,527,[8592],"[11457, 223]",[26014],negative_control
fact_000361, stores ,イ,とは,[7909],"[16765, 223]",[32430],negative_control
fact_000362, maps ,571,たち,[24983],"[17942, 223]",[37049],negative_control
fact_000363, tags ,进行操作,气囊,[115524],"[27634, 223]",[127521],negative_control
fact_000364, marks ,偌,ials,[116972],"[15844, 223]",[22223],negative_control
fact_000365, pairs ,此番,肉质,[117412],"[16354, 223]",[100083],negative_control
fact_000366, cites ,折断,最先,[123615],"[75848, 223]",[66091],negative_control
fact_000367, names ,dan,кну,[25903],"[6362, 223]",[104972],negative_control
fact_000368, keys ,協議,明確,[98943],"[18222, 223]",[82841],negative_control
fact_000369, binds ,-standard,持,[79998],"[51906, 223]",[1814],negative_control
fact_000370, knows ,起来,芯片,[3414],"[11457, 223]",[25864],negative_control
fact_000371, stores ,强大,.Man,[22038],"[16765, 223]",[102263],negative_control
fact_000372, maps ,liter,angular,[38403],"[17942, 223]",[13205],negative_control
fact_000373, tags ,七十二,尔德,[124564],"[27634, 223]",[57107],negative_control
fact_000374, marks ,全体党员,igits,[80198],"[15844, 223]",[86405],negative_control
fact_000375, pairs ,岁的时候,上任,[109901],"[16354, 223]",[89327],negative_control
fact_000376, cites ,quarters,》：,[29570],"[75848, 223]",[84884],negative_control
fact_000377, names ,补充,渗出,[15149],"[6362, 223]",[106602],negative_control
fact_000378, keys ,叼,ยะ,[111623],"[18222, 223]",[59479],negative_control
fact_000379, binds ,Available,от,[43185],"[51906, 223]",[2825],negative_control
fact_000380, knows ,时可以,.annotation,[123225],"[11457, 223]",[22193],negative_control
fact_000381, stores ,成一,取样,[46697],"[16765, 223]",[81606],negative_control
fact_000382, maps ,ינוך,\(-\),[108559],"[17942, 223]",[32817],negative_control
fact_000383, tags ,和她,超前,[42312],"[27634, 223]",[93267],negative_control
fact_000384, marks ,米的,inol,[44101],"[15844, 223]",[40942],negative_control
fact_000385, pairs ,震慑,ieval,[108893],"[16354, 223]",[22814],negative_control
fact_000386, cites ,ar,cous,[287],"[75848, 223]",[67717],negative_control
fact_000387, names ,ientras,快要,[52245],"[6362, 223]",[45350],negative_control
fact_000388, keys ,的语言,之理,[46446],"[18222, 223]",[116951],negative_control
fact_000389, binds ,毕竟,cul,[11505],"[51906, 223]",[1854],negative_control
fact_000390, knows ,绝不会,{aligned,[83910],"[11457, 223]",[41288],negative_control
fact_000391, stores ,有意思,推介,[57135],"[16765, 223]",[72762],negative_control
fact_000392, maps ,粉尘,每个,[90600],"[17942, 223]",[7849],negative_control
fact_000393, tags ,的参数,高分子,[113609],"[27634, 223]",[99714],negative_control
fact_000394, marks ,责任制,(other,[54999],"[15844, 223]",[79490],negative_control
fact_000395, pairs ,GV,潜在的,[45224],"[16354, 223]",[91621],negative_control
fact_000396, cites ,Per,主编,[8032],"[75848, 223]",[36969],negative_control
fact_000397, names ,疫情期间,有点,[70882],"[6362, 223]",[10162],negative_control
fact_000398, keys ,digital,Neuro,[80265],"[18222, 223]",[83100],negative_control
fact_000399, binds ,下降,}\)_,[10778],"[51906, 223]",[117211],negative_control
fact_000400, knows ,巔,槛,[125715],"[11457, 223]",[47087],negative_control
fact_000401, stores ,niejsze,opot,[105677],"[16765, 223]",[52285],negative_control
fact_000402, maps ,全面从严治党,总体来说,[93370],"[17942, 223]",[122379],negative_control
fact_000403, tags ,成千,沙发上,[92824],"[27634, 223]",[65183],negative_control
fact_000404, marks ,万分,zs,[63224],"[15844, 223]",[51249],negative_control
fact_000405, pairs ,落脚,gets,[104342],"[16354, 223]",[33930],negative_control
fact_000406, cites ,тной,根据权利要求,[64799],"[75848, 223]",[116820],negative_control
fact_000407, names ,这是我的,同桌,[113970],"[6362, 223]",[85345],negative_control
fact_000408, keys ,422,ভাব,[21605],"[18222, 223]",[111858],negative_control
fact_000409, binds ,Obviously,Old,[74473],"[51906, 223]",[39229],negative_control
fact_000410, knows ,全套,-hole,[124532],"[11457, 223]",[90587],negative_control
fact_000411, stores ,上市,匿,[13994],"[16765, 223]",[39588],negative_control
fact_000412, maps ,和学生,lock,[87378],"[17942, 223]",[10566],negative_control
fact_000413, tags ,-eye,紅,[85018],"[27634, 223]",[16965],negative_control
fact_000414, marks ,ולת,Folder,[94157],"[15844, 223]",[64556],negative_control
fact_000415, pairs ,值得一提,精致的,[63755],"[16354, 223]",[83862],negative_control
fact_000416, cites ,ারী,ং,[81711],"[75848, 223]",[11671],negative_control
fact_000417, names ,두,元婴,[46060],"[6362, 223]",[127000],negative_control
fact_000418, keys ,892,这一段,[32083],"[18222, 223]",[103749],negative_control
fact_000419, binds ,术前,屠,[78261],"[51906, 223]",[28265],negative_control
fact_000420, knows ,ột,_TEXT,[39236],"[11457, 223]",[114490],negative_control
fact_000421, stores ,就来,ี่ย,[62649],"[16765, 223]",[21969],negative_control
fact_000422, maps ,films,visors,[100714],"[17942, 223]",[43538],negative_control
fact_000423, tags ,wife,rino,[69882],"[27634, 223]",[61846],negative_control
fact_000424, marks ,allic,windows,[58010],"[15844, 223]",[83906],negative_control
fact_000425, pairs ,基本都是,灿,[115204],"[16354, 223]",[28359],negative_control
fact_000426, cites ,Norm,主要,[53016],"[75848, 223]",[2897],negative_control
fact_000427, names ,尽量避免,isan,[91447],"[6362, 223]",[23521],negative_control
fact_000428, keys ,نس,VF,[19964],"[18222, 223]",[87294],negative_control
fact_000429, binds ,_WIDTH,公共卫生,[111000],"[51906, 223]",[67417],negative_control
fact_000430, knows ,&&&&,еты,[44473],"[11457, 223]",[33332],negative_control
fact_000431, stores ,成長,一瓶,[48455],"[16765, 223]",[82789],negative_control
fact_000432, maps ,imar,ank,[49799],"[17942, 223]",[1981],negative_control
fact_000433, tags ,鸿,price,[20176],"[27634, 223]",[18785],negative_control
fact_000434, marks ,是实现,辅助,[100614],"[15844, 223]",[19527],negative_control
fact_000435, pairs ,ictwo,和创新,[117913],"[16354, 223]",[103947],negative_control
fact_000436, cites ,ervation,ғ,[8358],"[75848, 223]",[44679],negative_control
fact_000437, names ,測,給他,[21544],"[6362, 223]",[72833],negative_control
fact_000438, keys ,无明显,品德,[100859],"[18222, 223]",[59077],negative_control
fact_000439, binds ,တ,WEEN,[54459],"[51906, 223]",[104096],negative_control
fact_000440, knows ,iameter,odore,[44916],"[11457, 223]",[50297],negative_control
fact_000441, stores ,服,";""",[1803],"[16765, 223]",[53684],negative_control
fact_000442, maps ,吃喝,轮流,[73139],"[17942, 223]",[80405],negative_control
fact_000443, tags ,趨勢,房间,[114805],"[27634, 223]",[14919],negative_control
fact_000444, marks ,胀,违,[15864],"[15844, 223]",[7324],negative_control
fact_000445, pairs ,学前,產業,[68510],"[16354, 223]",[58333],negative_control
fact_000446, cites ,ード,ogen,[34036],"[75848, 223]",[5624],negative_control
fact_000447, names ,alaw,禽,[35377],"[6362, 223]",[32027],negative_control
fact_000448, keys ,我记得,ہ,[68821],"[18222, 223]",[18081],negative_control
fact_000449, binds ,キ,时应,[20367],"[51906, 223]",[50438],negative_control
fact_000450, knows ,存入,笑起来,[83958],"[11457, 223]",[97578],negative_control
fact_000451, stores ,Pred,题意,[59724],"[16765, 223]",[54065],negative_control
fact_000452, maps ,plings,还是没有,[65675],"[17942, 223]",[86311],negative_control
fact_000453, tags ,Platform,您现在,[67040],"[27634, 223]",[103722],negative_control
fact_000454, marks ,](,-scale,[7743],"[15844, 223]",[16057],negative_control
fact_000455, pairs ,venile,Parents,[32916],"[16354, 223]",[85977],negative_control
fact_000456, cites ,但随着,是不一样的,[98637],"[75848, 223]",[111966],negative_control
fact_000457, names ,Aud,Extensions,[36892],"[6362, 223]",[107987],negative_control
fact_000458, keys ,endor,难关,[36023],"[18222, 223]",[93212],negative_control
fact_000459, binds ,高空,Encoder,[77398],"[51906, 223]",[72768],negative_control
fact_000460, knows ,推荐文章,所处,[123596],"[11457, 223]",[93705],negative_control
fact_000461, stores ,-prepared,寒气,[118823],"[16765, 223]",[115050],negative_control
fact_000462, maps ,要靠,-bye,[104429],"[17942, 223]",[117505],negative_control
fact_000463, tags ,ulls,ល,[75800],"[27634, 223]",[118074],negative_control
fact_000464, marks ,沼,แพร,[47898],"[15844, 223]",[125257],negative_control
fact_000465, pairs ,Month,지,[39410],"[16354, 223]",[6676],negative_control
fact_000466, cites ,分解,篱,[21274],"[75848, 223]",[76161],negative_control
fact_000467, names ,わかり,宣誓,[119970],"[6362, 223]",[82335],negative_control
fact_000468, keys ,扫码,мп,[73798],"[18222, 223]",[16034],negative_control
fact_000469, binds ,ный,教學,[6017],"[51906, 223]",[56884],negative_control
fact_000470, knows ,десят,抓住,[50078],"[11457, 223]",[19875],negative_control
fact_000471, stores ,很想,اليا,[65799],"[16765, 223]",[124335],negative_control
fact_000472, maps ,°，,集镇,[83052],"[17942, 223]",[118158],negative_control
fact_000473, tags ,_SET,蕴含,[87364],"[27634, 223]",[56039],negative_control
fact_000474, marks ,云南,再由,[21229],"[15844, 223]",[98294],negative_control
fact_000475, pairs ,教学活动,เข,[126905],"[16354, 223]",[16899],negative_control
fact_000476, cites ,840,历经,[23670],"[75848, 223]",[57780],negative_control
fact_000477, names ,射出,间距,[112490],"[6362, 223]",[48811],negative_control
fact_000478, keys ,이라는,女神,[92166],"[18222, 223]",[49730],negative_control
fact_000479, binds ,闭嘴,urst,[112869],"[51906, 223]",[40189],negative_control
fact_000480, knows ,口水,ounty,[53062],"[11457, 223]",[70302],negative_control
fact_000481, stores ,方圆,正态,[89876],"[16765, 223]",[117334],negative_control
fact_000482, maps ,orang,格,[37368],"[17942, 223]",[1851],negative_control
fact_000483, tags ,当了,dom,[74875],"[27634, 223]",[5577],negative_control
fact_000484, marks ,IPO,瑟,[63733],"[15844, 223]",[23213],negative_control
fact_000485, pairs ,博士,旦,[17146],"[16354, 223]",[10160],negative_control
fact_000486, cites ,ibraries,045,[124565],"[75848, 223]",[29984],negative_control
fact_000487, names ,.support,现代的,[69909],"[6362, 223]",[121637],negative_control
fact_000488, keys ,哪些,是否有,[11412],"[18222, 223]",[32712],negative_control
fact_000489, binds ,發出,σια,[77017],"[51906, 223]",[122235],negative_control
fact_000490, knows ,》，《,ൻ,[111131],"[11457, 223]",[96028],negative_control
fact_000491, stores ,乳头,分数线,[76992],"[16765, 223]",[92181],negative_control
fact_000492, maps ,多半,umference,[64355],"[17942, 223]",[37828],negative_control
fact_000493, tags ,Phill,中子,[96040],"[27634, 223]",[120257],negative_control
fact_000494, marks ,即便,ER,[23899],"[15844, 223]",[1647],negative_control
fact_000495, pairs ,就這樣,<ll,[114644],"[16354, 223]",[107990],negative_control
fact_000496, cites ,惊恐,重温,[66793],"[75848, 223]",[78119],negative_control
fact_000497, names ,这小,恭敬,[80785],"[6362, 223]",[54095],negative_control
fact_000498, keys ,Family,行政复议,[33383],"[18222, 223]",[86270],negative_control
fact_000499, binds ,巅峰,contact,[47119],"[51906, 223]",[34969],negative_control
fact_000500, knows ,以获得,Taken,[122734],"[11457, 223]",[118771],main
fact_000501, stores ,why,保护和,[44029],"[16765, 223]",[85434],main
fact_000502, maps ,户口,-setting,[48750],"[17942, 223]",[98174],main
fact_000503, tags ,(config,理念,[55712],"[27634, 223]",[13764],main
fact_000504, marks ,eração,gé,[79682],"[15844, 223]",[110957],main
fact_000505, pairs ,所见,immune,[67872],"[16354, 223]",[42993],main
fact_000506, cites ,haft,见于,[54295],"[75848, 223]",[48874],main
fact_000507, names ,gj,CAN,[89832],"[6362, 223]",[82261],main
fact_000508, keys ,ticles,udian,[23063],"[18222, 223]",[51483],main
fact_000509, binds ,eger,抓手,[8260],"[51906, 223]",[69981],main
fact_000510, knows ,phed,chains,[124177],"[11457, 223]",[117995],main
fact_000511, stores ,为解决,太行,[120997],"[16765, 223]",[109418],main
fact_000512, maps ,.time,羽毛球,[35796],"[17942, 223]",[102428],main
fact_000513, tags ,",input",(solution,[101379],"[27634, 223]",[106598],main
fact_000514, marks ,站着,無人,[56977],"[15844, 223]",[110385],main
fact_000515, pairs ,带了,胳膊,[72044],"[16354, 223]",[39632],main
fact_000516, cites ,扶,你不会,[9074],"[75848, 223]",[84242],main
fact_000517, names ,Seeder,จึง,[126616],"[6362, 223]",[73759],main
fact_000518, keys ,ńskiego,mathfrak,[97306],"[18222, 223]",[39371],main
fact_000519, binds ,ა,dit,[8891],"[51906, 223]",[45128],main
fact_000520, knows ,株式会社,开水,[108946],"[11457, 223]",[52836],main
fact_000521, stores ,深呼吸,财产的,[112075],"[16765, 223]",[119278],main
fact_000522, maps ,确保,olit,[9816],"[17942, 223]",[11392],main
fact_000523, tags ,触动,acchar,[95866],"[27634, 223]",[36266],main
fact_000524, marks ,这个小,七八糟,[55844],"[15844, 223]",[96795],main
fact_000525, pairs ,差别,ILITY,[27487],"[16354, 223]",[41687],main
fact_000526, cites ,ptr,轻松,[13770],"[75848, 223]",[18701],main
fact_000527, names ,较早,层级,[103570],"[6362, 223]",[84173],main
fact_000528, keys ,.level,实录,[118617],"[18222, 223]",[96393],main
fact_000529, binds ,之下,技艺,[15193],"[51906, 223]",[56242],main
fact_000530, knows ,不到的,jeto,[113117],"[11457, 223]",[100575],main
fact_000531, stores ,蓝色的,一语,[67010],"[16765, 223]",[127954],main
fact_000532, maps ,ises,agents,[4692],"[17942, 223]",[115624],main
fact_000533, tags ,取值,霸,[55244],"[27634, 223]",[15583],main
fact_000534, marks ,hus,白酒,[13215],"[15844, 223]",[49431],main
fact_000535, pairs ,ytet,-hop,[108519],"[16354, 223]",[77171],main
fact_000536, cites ,女朋友,-your,[49165],"[75848, 223]",[88977],main
fact_000537, names ,quoi,Č,[58826],"[6362, 223]",[57473],main
fact_000538, keys ,ay,itura,[386],"[18222, 223]",[66478],main
fact_000539, binds ,带来,彝,[12563],"[51906, 223]",[60913],main
fact_000540, knows ,娃,eus,[16499],"[11457, 223]",[62704],main
fact_000541, stores ,AZ,œ,[37502],"[16765, 223]",[29560],main
fact_000542, maps ,edig,μαν,[121838],"[17942, 223]",[82041],main
fact_000543, tags ,蜡烛,只能是,[73157],"[27634, 223]",[62669],main
fact_000544, marks ,ustain,нее,[17426],"[15844, 223]",[24638],main
fact_000545, pairs ,明的,porate,[16346],"[16354, 223]",[73926],main
fact_000546, cites ,{h,金色的,[72542],"[75848, 223]",[76285],main
fact_000547, names ,هن,波特,[67458],"[6362, 223]",[81677],main
